Label,Layer #,Scaffold #,wt% PPF,Spacing (mm),Speed (mm/s),Pressure (bar),Mean fiber,Mean pore,Mean spacing,Fiber Size (x1),x2,x3,x4,x5,Pore Size (x1),x2 2,x3 2,x4 2,x5 2,Fiber spacing (x1),Spacing x2,Spacing x3,Spacing x4,Spacing x5,Std wt% PPF,Std Spacing (mm),Std Speed (mm/s),Std Pressure (bar),Std Mean fiber,Std Mean pore,Std Mean spacing,Linear pore size,Quadratic pore size,Linear fiber diameter,Quadratic fiber diameter,4th order pore,4th order fiber,"Pore (lin, step)","Fiber (lin, step)","Pore (quad, step)","Fiber (quad, step)","Sum (lin, step)","Sum (quad, step)"
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",4,4,85,1,5,2,0.6642,0.2862,0.9504,0.693,0.693,0.684,0.63,0.621,0.189,0.288,0.297,0.333,0.324,0.882,0.981,0.981,0.963,0.945,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,1.3651625654,-0.7762614445,0.1230386873,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",5,1,85,1,5,2,0.5652,0.378,0.9432,0.594,0.54,0.567,0.549,0.576,0.351,0.396,0.396,0.369,0.378,0.945,0.936,0.963,0.918,0.954,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,0.7214350066,-0.3629336537,0.0869502718,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",5,2,85,1,5,2,0.585,0.3564,0.9414,0.549,0.603,0.594,0.603,0.576,0.333,0.36,0.369,0.36,0.36,0.882,0.963,0.963,0.963,0.936,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,0.8501805184,-0.4601872515,0.0779281679,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",5,3,85,1,5,2,0.6174,0.3384,0.9558,0.621,0.594,0.63,0.621,0.621,0.378,0.351,0.342,0.315,0.306,0.999,0.945,0.972,0.936,0.927,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,1.0608549921,-0.5412319164,0.150104999,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",5,4,85,1,5,2,0.6264,0.3114,0.9378,0.594,0.63,0.621,0.657,0.63,0.369,0.279,0.297,0.306,0.306,0.963,0.909,0.918,0.963,0.936,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,1.1193756793,-0.6627989137,0.0598839602,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",6,1,85,1,5,2,0.585,0.369,0.954,0.621,0.585,0.549,0.576,0.594,0.342,0.405,0.387,0.378,0.333,0.963,0.99,0.936,0.954,0.927,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,0.8501805184,-0.4034559861,0.1410828951,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",6,2,85,1,5,2,0.6138,0.3204,0.9342,0.711,0.576,0.621,0.576,0.585,0.171,0.324,0.378,0.369,0.36,0.882,0.9,0.999,0.945,0.945,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,1.0374467173,-0.6222765813,0.0418397524,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",6,3,85,1,5,2,0.6516,0.2826,0.9342,0.729,0.666,0.648,0.612,0.603,0.171,0.315,0.288,0.324,0.315,0.9,0.981,0.936,0.936,0.918,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,1.2832336033,-0.7924703774,0.0418397524,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",6,4,85,1,5,2,0.693,0.2898,0.9828,0.765,0.783,0.657,0.648,0.612,0.27,0.297,0.342,0.297,0.243,1.035,1.08,0.999,0.945,0.855,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,1.5524287643,-0.7600525115,0.2854365572,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",7,1,85,1,5,2,0.5868,0.36,0.9468,0.576,0.576,0.603,0.585,0.594,0.333,0.324,0.396,0.36,0.387,0.909,0.9,0.999,0.945,0.981,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,0.8618846558,-0.4439783186,0.1049944796,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",7,2,85,1,5,2,0.585,0.3618,0.9468,0.594,0.612,0.567,0.621,0.531,0.369,0.351,0.351,0.351,0.387,0.963,0.963,0.918,0.972,0.918,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,0.8501805184,-0.4358738521,0.1049944796,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",7,3,85,1,5,2,0.63,0.3366,0.9666,0.63,0.63,0.639,0.657,0.594,0.369,0.315,0.324,0.342,0.333,0.999,0.945,0.963,0.999,0.927,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,1.1427839542,-0.5493363829,0.2042376223,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",7,4,85,1,5,2,0.6408,0.2952,0.936,0.612,0.648,0.639,0.675,0.63,0.306,0.297,0.306,0.27,0.297,0.918,0.945,0.945,0.945,0.927,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,1.2130087787,-0.7357391121,0.0508618563,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",8,1,85,1,5,2,0.6336,0.3024,0.936,0.666,0.675,0.567,0.585,0.675,0.234,0.342,0.36,0.315,0.261,0.9,1.017,0.927,0.9,0.936,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,1.166192229,-0.7033212461,0.0508618563,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",8,2,85,1,5,2,0.6624,0.315,0.9774,0.756,0.711,0.639,0.594,0.612,0.342,0.342,0.315,0.297,0.279,1.098,1.053,0.954,0.891,0.891,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,1.3534584279,-0.6465899807,0.2583702455,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",8,3,85,1,5,2,0.6462,0.351,0.9972,0.72,0.63,0.657,0.603,0.621,0.324,0.333,0.315,0.441,0.342,1.044,0.963,0.972,1.044,0.963,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,1.248121191,-0.484500651,0.3576133882,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",8,4,85,1,5,2,0.7002,0.2952,0.9954,0.783,0.774,0.666,0.612,0.666,0.27,0.297,0.324,0.297,0.288,1.053,1.071,0.99,0.909,0.954,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,1.599245314,-0.7357391121,0.3485912843,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",9,1,85,1,5,2,0.5958,0.3402,0.936,0.585,0.594,0.594,0.585,0.621,0.36,0.342,0.378,0.288,0.333,0.945,0.936,0.972,0.873,0.954,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,0.9204053429,-0.5331274499,0.0508618563,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",9,2,85,1,5,2,0.5652,0.405,0.9702,0.576,0.549,0.558,0.594,0.549,0.414,0.414,0.396,0.378,0.423,0.99,0.963,0.954,0.972,0.972,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,0.7214350066,-0.2413666564,0.22228183,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",9,3,85,1,5,2,0.5742,0.3492,0.9234,0.603,0.639,0.522,0.576,0.531,0.333,0.36,0.351,0.378,0.324,0.936,0.999,0.873,0.954,0.855,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,0.7799556938,-0.4926051175,-0.0122928709,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",9,4,85,1,5,2,0.6066,0.3168,0.9234,0.639,0.63,0.603,0.585,0.576,0.315,0.315,0.297,0.36,0.297,0.954,0.945,0.9,0.945,0.873,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,0.9906301675,-0.6384855142,-0.0122928709,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",10,1,85,1,5,2,0.531,0.3798,0.9108,0.45,0.477,0.585,0.594,0.549,0.378,0.423,0.351,0.423,0.324,0.828,0.9,0.936,1.017,0.873,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,0.4990563954,-0.3548291872,-0.075447598,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",10,2,85,1,5,2,0.6624,0.3024,0.9648,0.747,0.666,0.648,0.603,0.648,0.279,0.288,0.297,0.315,0.333,1.026,0.954,0.945,0.918,0.981,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,1.3534584279,-0.7033212461,0.1952155184,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",10,3,85,1,5,2,0.684,0.3438,1.0278,0.765,0.711,0.684,0.639,0.621,0.495,0.27,0.288,0.315,0.351,1.26,0.981,0.972,0.954,0.972,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,1.4939080771,-0.5169185169,0.5109891542,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",10,4,85,1,5,2,0.6462,0.351,0.9972,0.783,0.657,0.612,0.585,0.594,0.45,0.333,0.306,0.369,0.297,1.233,0.99,0.918,0.954,0.891,-0.7253025041,0.2349218595,-0.8062444689,-1.295163493,1.248121191,-0.484500651,0.3576133882,0.4282700207,0.420459665,0.6692991056,0.494049446,0.3864051252,0.5703085966,0.419656253,0.521913257,0.440179265,0.509375753,0.94156951,0.949555018
"85:15 PPF:DEF, 2bar, 5mm/s, 1mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",1,1,85,0.8,5,2,0.5496,0.2076,0.7572,0.546,0.51,0.57,0.552,0.57,0.21,0.222,0.192,0.222,0.192,0.756,0.732,0.762,0.774,0.762,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,0.6199991489,-1.130156481,-0.8453337958,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",1,2,85,0.8,5,2,0.5508,0.204,0.7548,0.516,0.564,0.552,0.57,0.552,0.198,0.234,0.192,0.21,0.186,0.714,0.798,0.744,0.78,0.738,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,0.6278019071,-1.146365414,-0.8573632676,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",1,3,85,0.8,5,2,0.5268,0.2244,0.7512,0.54,0.528,0.54,0.486,0.54,0.234,0.216,0.216,0.24,0.216,0.774,0.744,0.756,0.726,0.756,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,0.4717467414,-1.0545147938,-0.8754074754,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",1,4,85,0.8,5,2,0.5622,0.2016,0.7638,0.528,0.582,0.618,0.642,0.441,0.297,0.189,0.216,0.144,0.162,0.825,0.771,0.834,0.786,0.603,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,0.7019281109,-1.1571713693,-0.8122527482,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",2,1,85,0.8,5,2,0.5832,0.1314,0.7146,0.54,0.594,0.576,0.612,0.594,0.144,0.144,0.099,0.09,0.18,0.684,0.738,0.675,0.702,0.774,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,0.8384763809,-1.4732455622,-1.0588569209,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",2,2,85,0.8,5,2,0.5706,0.1368,0.7074,0.576,0.576,0.549,0.585,0.567,0.144,0.126,0.117,0.099,0.198,0.72,0.702,0.666,0.684,0.765,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,0.7565474189,-1.4489321628,-1.0949453365,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",2,3,85,0.8,5,2,0.6732,0.0612,0.7344,0.621,0.783,0.639,0.729,0.594,0.108,0.009,0.072,0.009,0.108,0.729,0.792,0.711,0.738,0.702,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.4236832525,-1.7893197552,-0.9596137783,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",2,4,85,0.8,5,2,,0,,,,,,,0,0,0,0,0,,,,,,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,,-2.0648716157,,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",3,1,85,0.8,5,2,0.5634,0.1962,0.7596,0.513,0.558,0.585,0.585,0.576,0.243,0.234,0.162,0.18,0.162,0.756,0.792,0.747,0.765,0.738,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,0.7097308692,-1.1814847688,-0.8333043239,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",3,2,85,0.8,5,2,0.6102,0.1368,0.747,0.549,0.63,0.612,0.63,0.63,0.144,0.162,0.117,0.144,0.117,0.693,0.792,0.729,0.774,0.747,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.0140384424,-1.4489321628,-0.8964590511,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",3,3,85,0.8,5,2,0.6336,0.0612,0.6948,0.567,0.585,0.666,0.612,0.738,0.054,0.09,0.054,0.054,0.054,0.621,0.675,0.72,0.666,0.792,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.166192229,-1.7893197552,-1.1581000636,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",3,4,85,0.8,5,2,0.6444,0.126,0.7704,0.648,0.612,0.63,0.657,0.675,0.207,0.198,0.027,0.171,0.027,0.855,0.81,0.657,0.828,0.702,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.2364170536,-1.4975589617,-0.7791717007,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",4,1,85,0.8,5,2,0.6354,0.1314,0.7668,0.567,0.639,0.639,0.648,0.684,0.198,0.108,0.126,0.126,0.099,0.765,0.747,0.765,0.774,0.783,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.1778963665,-1.4732455622,-0.7972159084,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",4,2,85,0.8,5,2,0.6732,0.0954,0.7686,0.657,0.711,0.675,0.675,0.648,0.162,0.117,0.045,0.09,0.063,0.819,0.828,0.72,0.765,0.711,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.4236832525,-1.6353348919,-0.7881938045,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",4,3,85,0.8,5,2,0.7056,0.1098,0.8154,0.657,0.621,0.738,0.72,0.792,0.18,0.09,0.18,0.045,0.054,0.837,0.711,0.918,0.765,0.846,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.6343577263,-1.5704991601,-0.5536191037,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",4,4,85,0.8,5,2,0.6768,0.1242,0.801,0.522,0.711,0.693,0.72,0.738,0.171,0.207,0.126,0.081,0.036,0.693,0.918,0.819,0.801,0.774,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.4470915274,-1.5056634282,-0.6257959347,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",5,1,85,0.8,5,2,0.6786,0.081,0.7596,0.675,0.657,0.693,0.684,0.684,0.099,0.081,0.072,0.081,0.072,0.774,0.738,0.765,0.765,0.756,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.4587956648,-1.7001706238,-0.8333043239,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",5,2,85,0.8,5,2,0.6678,0.0738,0.7416,0.63,0.684,0.666,0.684,0.675,0.099,0.072,0.072,0.045,0.081,0.729,0.756,0.738,0.729,0.756,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.3885708402,-1.7325884898,-0.9235253627,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",5,3,85,0.8,5,2,0.6534,0.0936,0.747,0.639,0.648,0.684,0.648,0.648,0.126,0.144,0.045,0.063,0.09,0.765,0.792,0.729,0.711,0.738,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.2949377408,-1.6434393584,-0.8964590511,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",5,4,85,0.8,5,2,0.6768,0.0882,0.765,0.747,0.603,0.675,0.666,0.693,0.036,0.162,0.081,0.117,0.045,0.783,0.765,0.756,0.783,0.738,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.4470915274,-1.6677527579,-0.8062380123,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",6,1,85,0.8,5,2,0.6606,0.1044,0.765,0.585,0.693,0.675,0.666,0.684,0.171,0.054,0.108,0.117,0.072,0.756,0.747,0.783,0.783,0.756,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.3417542905,-1.5948125595,-0.8062380123,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",6,2,85,0.8,5,2,0.6822,0.081,0.7632,0.513,0.711,0.747,0.711,0.729,0.18,0.09,0.054,0.027,0.054,0.693,0.801,0.801,0.738,0.783,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.4822039397,-1.7001706238,-0.8152601162,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",6,3,85,0.8,5,2,0.7146,0.1026,0.8172,0.639,0.729,0.738,0.756,0.711,0.189,0.081,0.063,0.108,0.072,0.828,0.81,0.801,0.864,0.783,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.6928784135,-1.602917026,-0.5445969998,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",6,4,85,0.8,5,2,0.7056,0.054,0.7596,0.585,0.801,0.747,0.693,0.702,0.036,0.072,0.081,0.045,0.036,0.621,0.873,0.828,0.738,0.738,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.6343577263,-1.8217376211,-0.8333043239,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",7,1,85,0.8,5,2,0.6552,0.0918,0.747,0.648,0.657,0.648,0.684,0.639,0.081,0.126,0.09,0.117,0.045,0.729,0.783,0.738,0.801,0.684,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.3066418782,-1.6515438249,-0.8964590511,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",7,2,85,0.8,5,2,0.6786,0.0486,0.7272,0.675,0.666,0.675,0.693,0.684,0.036,0.063,0.045,0.063,0.036,0.711,0.729,0.72,0.756,0.72,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.4587956648,-1.8460510206,-0.9957021938,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",7,3,85,0.8,5,2,0.6822,0.0414,0.7236,0.648,0.666,0.756,0.666,0.675,0.072,0.027,0,0.072,0.036,0.72,0.693,0.756,0.738,0.711,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.4822039397,-1.8784688865,-1.0137464015,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",7,4,85,0.8,5,2,0.7164,0.0432,0.7596,0.639,0.711,0.729,0.738,0.765,0.063,0.036,0.036,0.045,0.036,0.702,0.747,0.765,0.783,0.801,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.7045825509,-1.87036442,-0.8333043239,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",8,1,85,0.8,5,2,0.6354,0.081,0.7164,0.567,0.684,0.666,0.63,0.63,0.135,0.054,0.072,0.081,0.063,0.702,0.738,0.738,0.711,0.693,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.1778963665,-1.7001706238,-1.0498348171,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
"85:15 PPF:DEF, 2bar, 5mm/s, 0.8mm",8,2,85,0.8,5,2,0.6462,0.0954,0.7416,0.666,0.693,0.666,0.666,0.54,0.189,0.09,0.045,0.099,0.054,0.855,0.783,0.711,0.765,0.594,-0.7253025041,-0.7047655786,-0.8062444689,-1.295163493,1.248121191,-1.6353348919,-0.9235253627,0.2356700207,0.223659665,0.6692991056,0.494049446,0.1857222452,0.5703085966,0.209146949,0.554413546,0.218194768,0.544177397,0.763560495,0.762372165
