Label,Layer #,Scaffold #,wt% PPF,Spacing (mm),Speed (mm/s),Pressure (bar),Mean fiber,Mean pore,Mean spacing,Fiber Size (x1),x2,x3,x4,x5,Pore Size (x1),x2 2,x3 2,x4 2,x5 2,Fiber spacing (x1),Spacing x2,Spacing x3,Spacing x4,Spacing x5,Std wt% PPF,Std Spacing (mm),Std Speed (mm/s),Std Pressure (bar),Std Mean fiber,Std Mean pore,Std Mean spacing,Linear pore size,Quadratic pore size,Linear fiber diameter,Quadratic fiber diameter,4th order pore,4th order fiber,"Pore (lin, step)","Fiber (lin, step)","Pore (quad, step)","Fiber (quad, step)","Sum (lin, step)","Sum (quad, step)"
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",7,2,90,1.2,5,3,0.4296,0.6768,1.1064,0.408,0.432,0.432,0.42,0.456,0.6,0.696,0.696,0.744,0.648,1.008,1.128,1.128,1.164,1.104,1.3780747579,1.1746092977,-0.8062444689,0.4383630284,-0.16027668,0.9824077829,0.9049543569,0.8513682007,0.694796665,0.3347590656,0.404393446,0.6396304723,0.4904838812,0.823388683,0.3169329,0.728377342,0.404741781,1.140321583,1.133119123
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",7,3,90,1.2,5,3,0.456,0.6816,1.1376,0.456,0.516,0.48,0.42,0.408,0.648,0.648,0.672,0.72,0.72,1.104,1.164,1.152,1.14,1.128,1.3780747579,1.1746092977,-0.8062444689,0.4383630284,0.0113840024,1.0040196935,1.0613374909,0.8513682007,0.694796665,0.3347590656,0.404393446,0.6396304723,0.4904838812,0.823388683,0.3169329,0.728377342,0.404741781,1.140321583,1.133119123
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",7,4,90,1.2,5,3,0.408,0.7008,1.1088,0.492,0.312,0.408,0.42,0.408,0.66,0.732,0.732,0.672,0.708,1.152,1.044,1.14,1.092,1.116,1.3780747579,1.1746092977,-0.8062444689,0.4383630284,-0.3007263291,1.090467336,0.9169838288,0.8513682007,0.694796665,0.3347590656,0.404393446,0.6396304723,0.4904838812,0.823388683,0.3169329,0.728377342,0.404741781,1.140321583,1.133119123
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",8,1,90,1.2,5,3,0.4176,0.7104,1.128,0.468,0.384,0.42,0.408,0.408,0.684,0.696,0.744,0.696,0.732,1.152,1.08,1.164,1.104,1.14,1.3780747579,1.1746092977,-0.8062444689,0.4383630284,-0.2383042628,1.1336911573,1.0132196035,0.8513682007,0.694796665,0.3347590656,0.404393446,0.6396304723,0.4904838812,0.823388683,0.3169329,0.728377342,0.404741781,1.140321583,1.133119123
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",8,2,90,1.2,5,3,0.4104,0.6864,1.0968,0.384,0.396,0.432,0.42,0.42,0.636,0.684,0.684,0.708,0.72,1.02,1.08,1.116,1.128,1.14,1.3780747579,1.1746092977,-0.8062444689,0.4383630284,-0.2851208126,1.0256316041,0.8568364696,0.8513682007,0.694796665,0.3347590656,0.404393446,0.6396304723,0.4904838812,0.823388683,0.3169329,0.728377342,0.404741781,1.140321583,1.133119123
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",8,3,90,1.2,5,3,0.3936,0.7224,1.116,0.396,0.372,0.408,0.36,0.432,0.756,0.756,0.744,0.708,0.648,1.152,1.128,1.152,1.068,1.08,1.3780747579,1.1746092977,-0.8062444689,0.4383630284,-0.3943594286,1.1877209338,0.9530722443,0.8513682007,0.694796665,0.3347590656,0.404393446,0.6396304723,0.4904838812,0.823388683,0.3169329,0.728377342,0.404741781,1.140321583,1.133119123
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",8,4,90,1.2,5,3,0.4248,0.7056,1.1304,0.468,0.396,0.42,0.372,0.468,0.732,0.744,0.72,0.684,0.648,1.2,1.14,1.14,1.056,1.116,1.3780747579,1.1746092977,-0.8062444689,0.4383630284,-0.1914877131,1.1120792466,1.0252490753,0.8513682007,0.694796665,0.3347590656,0.404393446,0.6396304723,0.4904838812,0.823388683,0.3169329,0.728377342,0.404741781,1.140321583,1.133119123
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",9,1,90,1.2,5,3,0.444,0.7224,1.1664,0.516,0.468,0.396,0.408,0.432,0.72,0.696,0.732,0.684,0.78,1.236,1.164,1.128,1.092,1.212,1.3780747579,1.1746092977,-0.8062444689,0.4383630284,-0.0666435805,1.1877209338,1.2056911529,0.8513682007,0.694796665,0.3347590656,0.404393446,0.6396304723,0.4904838812,0.823388683,0.3169329,0.728377342,0.404741781,1.140321583,1.133119123
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",9,2,90,1.2,5,3,0.3984,0.7224,1.1208,0.396,0.396,0.444,0.384,0.372,0.708,0.684,0.696,0.696,0.828,1.104,1.08,1.14,1.08,1.2,1.3780747579,1.1746092977,-0.8062444689,0.4383630284,-0.3631483954,1.1877209338,0.977131188,0.8513682007,0.694796665,0.3347590656,0.404393446,0.6396304723,0.4904838812,0.823388683,0.3169329,0.728377342,0.404741781,1.140321583,1.133119123
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",9,3,90,1.2,5,3,0.4536,0.6768,1.1304,0.432,0.516,0.444,0.432,0.444,0.708,0.564,0.708,0.72,0.684,1.14,1.08,1.152,1.152,1.128,1.3780747579,1.1746092977,-0.8062444689,0.4383630284,-0.0042215142,0.9824077829,1.0252490753,0.8513682007,0.694796665,0.3347590656,0.404393446,0.6396304723,0.4904838812,0.823388683,0.3169329,0.728377342,0.404741781,1.140321583,1.133119123
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",9,4,90,1.2,5,3,0.3888,0.7152,1.104,0.36,0.456,0.42,0.408,0.3,0.696,0.744,0.708,0.72,0.708,1.056,1.2,1.128,1.128,1.008,1.3780747579,1.1746092977,-0.8062444689,0.4383630284,-0.4255704618,1.1553030679,0.8929248851,0.8513682007,0.694796665,0.3347590656,0.404393446,0.6396304723,0.4904838812,0.823388683,0.3169329,0.728377342,0.404741781,1.140321583,1.133119123
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",10,1,90,1.2,5,3,,,,,,,,,,,,,,,,,,,1.3780747579,1.1746092977,-0.8062444689,0.4383630284,,,,0.8513682007,0.694796665,0.3347590656,0.404393446,0.6396304723,0.4904838812,0.823388683,0.3169329,0.728377342,0.404741781,1.140321583,1.133119123
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",10,2,90,1.2,5,3,,,,,,,,,,,,,,,,,,,1.3780747579,1.1746092977,-0.8062444689,0.4383630284,,,,0.8513682007,0.694796665,0.3347590656,0.404393446,0.6396304723,0.4904838812,0.823388683,0.3169329,0.728377342,0.404741781,1.140321583,1.133119123
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",10,3,90,1.2,5,3,,,,,,,,,,,,,,,,,,,1.3780747579,1.1746092977,-0.8062444689,0.4383630284,,,,0.8513682007,0.694796665,0.3347590656,0.404393446,0.6396304723,0.4904838812,0.823388683,0.3169329,0.728377342,0.404741781,1.140321583,1.133119123
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",10,4,90,1.2,5,3,,,,,,,,,,,,,,,,,,,1.3780747579,1.1746092977,-0.8062444689,0.4383630284,,,,0.8513682007,0.694796665,0.3347590656,0.404393446,0.6396304723,0.4904838812,0.823388683,0.3169329,0.728377342,0.404741781,1.140321583,1.133119123
"90:10 PPF:DEF, 3bar, 5mm/s, 1.2mm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",1,1,90,1,5,3,0.5616,0.3906,0.9522,0.567,0.567,0.567,0.549,0.558,0.378,0.369,0.432,0.387,0.387,0.945,0.936,0.999,0.936,0.945,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,0.6980267317,-0.3062023883,0.1320607912,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",1,2,90,1,5,3,0.5382,0.4086,0.9468,0.54,0.531,0.549,0.54,0.531,0.387,0.414,0.396,0.405,0.441,0.927,0.945,0.945,0.945,0.972,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,0.5458729451,-0.2251577235,0.1049944796,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",1,3,90,1,5,3,0.5328,0.4104,0.9432,0.549,0.558,0.549,0.522,0.486,0.405,0.387,0.396,0.414,0.45,0.954,0.945,0.945,0.936,0.936,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,0.5107605328,-0.217053257,0.0869502718,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",1,4,90,1,5,3,0.5436,0.4086,0.9522,0.567,0.549,0.549,0.522,0.531,0.378,0.405,0.405,0.441,0.414,0.945,0.954,0.954,0.963,0.945,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,0.5809853574,-0.2251577235,0.1320607912,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",2,1,90,1,5,3,0.4086,0.5418,0.9504,0.396,0.468,0.387,0.405,0.387,0.513,0.531,0.522,0.594,0.549,0.909,0.999,0.909,0.999,0.936,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,-0.29682495,0.3745727965,0.1230386873,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",2,2,90,1,5,3,0.495,0.4554,0.9504,0.513,0.576,0.486,0.486,0.414,0.468,0.36,0.468,0.486,0.495,0.981,0.936,0.954,0.972,0.909,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,0.2649736467,-0.0144415948,0.1230386873,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",2,3,90,1,5,3,0.5274,0.4482,0.9756,0.522,0.594,0.504,0.513,0.504,0.495,0.342,0.477,0.45,0.477,1.017,0.936,0.981,0.963,0.981,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,0.4756481205,-0.0468594608,0.2493481417,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",2,4,90,1,5,3,0.5076,0.4464,0.954,0.54,0.558,0.495,0.513,0.432,0.504,0.315,0.459,0.441,0.513,1.044,0.873,0.954,0.954,0.945,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,0.3469026088,-0.0549639273,0.1410828951,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",3,1,90,1,5,3,0.4644,0.495,0.9594,0.414,0.54,0.414,0.504,0.45,0.486,0.513,0.495,0.486,0.495,0.9,1.053,0.909,0.99,0.945,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,0.0660033104,0.1638566678,0.1681492067,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",3,2,90,1,5,3,0.4626,0.4878,0.9504,0.486,0.477,0.459,0.459,0.432,0.486,0.468,0.486,0.495,0.504,0.972,0.945,0.945,0.954,0.936,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,0.054299173,0.1314388019,0.1230386873,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",3,3,90,1,5,3,0.4338,0.477,0.9108,0.495,0.45,0.441,0.405,0.378,0.432,0.45,0.486,0.513,0.504,0.927,0.9,0.927,0.918,0.882,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,-0.1329670259,0.082812003,-0.075447598,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",3,4,90,1,5,3,0.4518,0.4932,0.945,0.504,0.45,0.432,0.441,0.432,0.459,0.468,0.522,0.504,0.513,0.963,0.918,0.954,0.945,0.945,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,-0.0159256516,0.1557522014,0.0959723757,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",4,1,90,1,5,3,0.459,0.5076,0.9666,0.459,0.513,0.414,0.468,0.441,0.522,0.486,0.504,0.531,0.495,0.981,0.999,0.918,0.999,0.936,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,0.0308908981,0.2205879332,0.2042376223,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",4,2,90,1,5,3,0.45,0.486,0.936,0.54,0.531,0.315,0.432,0.432,0.369,0.504,0.531,0.486,0.54,0.909,1.035,0.846,0.918,0.972,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,-0.0276297891,0.1233343354,0.0508618563,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",4,3,90,1,5,3,0.4806,0.459,0.9396,0.513,0.585,0.459,0.477,0.369,0.351,0.477,0.495,0.513,0.459,0.864,1.062,0.954,0.99,0.828,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,0.1713405473,0.0017673381,0.0689060641,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",4,4,90,1,5,3,0.4968,0.5346,1.0314,0.423,0.45,0.441,0.594,0.576,0.531,0.54,0.531,0.531,0.54,0.954,0.99,0.972,1.125,1.116,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,0.2766777842,0.3421549305,0.5290333619,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",5,1,90,1,5,3,0.4446,0.5022,0.9468,0.45,0.477,0.414,0.486,0.396,0.477,0.459,0.513,0.513,0.549,0.927,0.936,0.927,0.999,0.945,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,-0.0627422014,0.1962745338,0.1049944796,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
"90:10 PPF:DEF, 3bar, 5mm/s, 1mm",5,2,90,1,5,3,0.4896,0.504,0.9936,0.513,0.504,0.468,0.468,0.495,0.504,0.441,0.54,0.558,0.477,1.017,0.945,1.008,1.026,0.972,1.3780747579,0.2349218595,-0.8062444689,0.4383630284,0.2298612344,0.2043790003,0.3395691805,0.6587682007,0.497996665,0.3347590656,0.404393446,0.4389475923,0.4904838812,0.62997698,0.327151209,0.525075245,0.419859746,0.957128189,0.944934991
